controlId,title,family,description,subFamily,parameters,objectives,enhancements
IR-2,IR-02 - Incident Response Training,Incident Response,"a. Provide incident response training to system users consistent with assigned roles and responsibilities: 1. Within of assuming an incident response role or responsibility or acquiring system access; 2. When required by system changes; and 3. thereafter; and b. Review and update incident response training content and following . Guidance Incident response training is associated with the assigned roles and responsibilities of organizational personnel to ensure that the appropriate content and level of detail are included in such training. For example, users may only need to know who to call or how to recognize an incident; system administrators may require additional training on how to handle incidents; and incident responders may receive more specific training on forensics, data collection techniques, reporting, system recovery, and system restoration. Incident response training includes user training in identifying and reporting suspicious activities from external and internal sources. Incident response training for users may be provided as part of AT-2 or AT-3 . Events that may precipitate an update to incident response training content include, but are not limited to, incident response plan testing or response to an actual incident (lessons learned), assessment or audit findings, or changes in applicable laws, executive orders, directives, regulations, policies, standards, and guidelines.",IR-2,IR-2(a)(1): time period | IR-2(a)(3): frequency | IR-2(b)-1: frequency | IR-2(b)-2: events,a.: a. Provide incident response training to system users consistent with assigned roles and responsibilities: 1. Within of assuming an incident response role or responsibility or acquiring system access; 2. When required by system changes; and 3. thereafter; and | b.: b. Review and update incident response training content and following .,
IR-4,IR-04 - Incident Handling,Incident Response,"a. Implement an incident handling capability for incidents that is consistent with the incident response plan and includes preparation, detection and analysis, containment, eradication, and recovery; b. Coordinate incident handling activities with contingency planning activities; c. Incorporate lessons learned from ongoing incident handling activities into incident response procedures, training, and testing, and implement the resulting changes accordingly; and d. Ensure the rigor, intensity, scope, and results of incident handling activities are comparable and predictable across the organization. Guidance Organizations recognize that incident response capabilities are dependent on the capabilities of organizational systems and the mission and business processes being supported by those systems. Organizations consider incident response as part of the definition, design, and development of mission and business processes and systems. Incident-related information can be obtained from a variety of sources, including audit monitoring, physical access monitoring, and network monitoring; user or administrator reports; and reported supply chain events. An effective incident handling capability includes coordination among many organizational entities (e.g., mission or business owners, system owners, authorizing officials, human resources offices, physical security offices, personnel security offices, legal departments, risk executive [function], operations personnel, procurement offices). Suspected security incidents include the receipt of suspicious email communications that can contain malicious code. Suspected supply chain incidents include the insertion of counterfeit hardware or malicious code into organizational systems or system components. For federal agencies, an incident that involves personally identifiable information is considered a breach. A breach results in unauthorized disclosure, the loss of control, unauthorized acquisition, compromise, or a similar occurrence where a person other than an authorized user accesses or potentially accesses personally identifiable information or an authorized user accesses or potentially accesses such information for other than authorized purposes. IR-4 Additional FedRAMP Requirements and Guidance Requirement: The FISMA definition of ""incident"" shall be used: ""An occurrence that actually or imminently jeopardizes, without lawful authority, the confidentiality, integrity, or availability of information or an information system; or constitutes a violation or imminent threat of violation of law, security policies, security procedures, or acceptable use policies."" Requirement: The service provider ensures that individuals conducting incident handling meet personnel security requirements commensurate with the criticality/sensitivity of the information being processed, stored, and transmitted by the information system.",IR-4,,"a.: a. Implement an incident handling capability for incidents that is consistent with the incident response plan and includes preparation, detection and analysis, containment, eradication, and recovery; | b.: b. Coordinate incident handling activities with contingency planning activities; | c.: c. Incorporate lessons learned from ongoing incident handling activities into incident response procedures, training, and testing, and implement the resulting changes accordingly; and | d.: d. Ensure the rigor, intensity, scope, and results of incident handling activities are comparable and predictable across the organization.",
IR-5,IR-05 - Incident Monitoring,Incident Response,"Track and document incidents. Guidance Documenting incidents includes maintaining records about each incident, the status of the incident, and other pertinent information necessary for forensics as well as evaluating incident details, trends, and handling. Incident information can be obtained from a variety of sources, including network monitoring, incident reports, incident response teams, user complaints, supply chain partners, audit monitoring, physical access monitoring, and user and administrator reports. IR-4 provides information on the types of incidents that are appropriate for monitoring.",IR-5,,IR-5: Track and document incidents.,
IR-6,IR-06 - Incident Reporting,Incident Response,"a. Require personnel to report suspected incidents to the organizational incident response capability within ; and b. Report incident information to . Guidance The types of incidents reported, the content and timeliness of the reports, and the designated reporting authorities reflect applicable laws, executive orders, directives, regulations, policies, standards, and guidelines. Incident information can inform risk assessments, control effectiveness assessments, security requirements for acquisitions, and selection criteria for technology products. IR-6 Additional FedRAMP Requirements and Guidance Requirement: Reports security incident information according to FedRAMP Incident Communications Procedure.",IR-6,IR-6(a): time period | IR-6(b): authorities,a.: a. Require personnel to report suspected incidents to the organizational incident response capability within ; and | b.: b. Report incident information to .,
IR-7,IR-07 - Incident Response Assistance,Incident Response,"Provide an incident response support resource, integral to the organizational incident response capability, that offers advice and assistance to users of the system for the handling and reporting of incidents. Guidance Incident response support resources provided by organizations include help desks, assistance groups, automated ticketing systems to open and track incident response tickets, and access to forensics services or consumer redress services, when required.",IR-7,,"IR-7: Provide an incident response support resource, integral to the organizational incident response capability, that offers advice and assistance to users of the system for the handling and reporting of incidents.",
IR-8,IR-08 - Incident Response Plan,Incident Response,"a. Develop an incident response plan that: 1. Provides the organization with a roadmap for implementing its incident response capability; 2. Describes the structure and organization of the incident response capability; 3. Provides a high-level approach for how the incident response capability fits into the overall organization; 4. Meets the unique requirements of the organization, which relate to mission, size, structure, and functions; 5. Defines reportable incidents; 6. Provides metrics for measuring the incident response capability within the organization; 7. Defines the resources and management support needed to effectively maintain and mature an incident response capability; 8. Addresses the sharing of incident information; 9. Is reviewed and approved by ; and 10. Explicitly designates responsibility for incident response to . b. Distribute copies of the incident response plan to ; c. Update the incident response plan to address system and organizational changes or problems encountered during plan implementation, execution, or testing; d. Communicate incident response plan changes to ; and e. Protect the incident response plan from unauthorized disclosure and modification. Guidance It is important that organizations develop and implement a coordinated approach to incident response. Organizational mission and business functions determine the structure of incident response capabilities. As part of the incident response capabilities, organizations consider the coordination and sharing of information with external organizations, including external service providers and other organizations involved in the supply chain. For incidents involving personally identifiable information (i.e., breaches), include a process to determine whether notice to oversight organizations or affected individuals is appropriate and provide that notice accordingly. IR-8 Additional FedRAMP Requirements and Guidance (b) Requirement: The service provider defines a list of incident response personnel (identified by name and/or by role) and organizational elements. The incident response list includes designated FedRAMP personnel. (d) Requirement: The service provider defines a list of incident response personnel (identified by name and/or by role) and organizational elements. The incident response list includes designated FedRAMP personnel.",IR-8,"IR-8(d): organization-defined incident response personnel (identified by name and/or by role) and organizational elements | IR-8(a)(9)-1: personnel or roles | IR-8(a)(9)-2: frequency | IR-8(a)(10): entities, personnel, or roles | IR-8(b): incident response personnel","a.: a. Develop an incident response plan that: 1. Provides the organization with a roadmap for implementing its incident response capability; 2. Describes the structure and organization of the incident response capability; 3. Provides a high-level approach for how the incident response capability fits into the overall organization; 4. Meets the unique requirements of the organization, which relate to mission, size, structure, and functions; 5. Defines reportable incidents; 6. Provides metrics for measuring the incident response capability within the organization; 7. Defines the resources and management support needed to effectively maintain and mature an incident response capability; 8. Addresses the sharing of incident information; 9. Is reviewed and approved by ; and 10. Explicitly designates responsibility for incident response to . | b.: b. Distribute copies of the incident response plan to ; | c.: c. Update the incident response plan to address system and organizational changes or problems encountered during plan implementation, execution, or testing; | d.: d. Communicate incident response plan changes to ; and | e.: e. Protect the incident response plan from unauthorized disclosure and modification.",
MA-1,MA-01 - Policy and Procedures,Maintenance,"a. Develop, document, and disseminate to : 1. maintenance policy that: (a) Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and (b) Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and 2. Procedures to facilitate the implementation of the maintenance policy and the associated maintenance controls; b. Designate an to manage the development, documentation, and dissemination of the maintenance policy and procedures; and c. Review and update the current maintenance: 1. Policy and following ; and 2. Procedures and following . Guidance Maintenance policy and procedures address the controls in the MA family that are implemented within systems and organizations. The risk management strategy is an important factor in establishing such policies and procedures. Policies and procedures contribute to security and privacy assurance. Therefore, it is important that security and privacy programs collaborate on the development of maintenance policy and procedures. Security and privacy program policies and procedures at the organization level are preferable, in general, and may obviate the need for mission- or system-specific policies and procedures. The policy can be included as part of the general security and privacy policy or be represented by multiple policies that reflect the complex nature of organizations. Procedures can be established for security and privacy programs, for mission or business processes, and for systems, if needed. Procedures describe how the policies or controls are implemented and can be directed at the individual or role that is the object of the procedure. Procedures can be documented in system security and privacy plans or in one or more separate documents. Events that may precipitate an update to maintenance policy and procedures assessment or audit findings, security incidents or breaches, or changes in applicable laws, executive orders, directives, regulations, policies, standards, and guidelines. Simply restating controls does not constitute an organizational policy or procedure.",MA-1,MA-1(a): organization-defined personnel or roles | MA-1(a)(1): [Selection (one or more): organization-level; mission/business process-level; system-level] | MA-1(b): official | MA-1(c)(1)-1: frequency | MA-1(c)(1)-2: events | MA-1(c)(2)-1: frequency | MA-1(c)(2)-2: events,"a.: a. Develop, document, and disseminate to : 1. maintenance policy that: (a) Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and (b) Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and 2. Procedures to facilitate the implementation of the maintenance policy and the associated maintenance controls; | b.: b. Designate an to manage the development, documentation, and dissemination of the maintenance policy and procedures; and | c.: c. Review and update the current maintenance: 1. Policy and following ; and 2. Procedures and following .",
MA-2,MA-02 - Controlled Maintenance,Maintenance,"a. Schedule, document, and review records of maintenance, repair, and replacement on system components in accordance with manufacturer or vendor specifications and/or organizational requirements; b. Approve and monitor all maintenance activities, whether performed on site or remotely and whether the system or system components are serviced on site or removed to another location; c. Require that explicitly approve the removal of the system or system components from organizational facilities for off-site maintenance, repair, or replacement; d. Sanitize equipment to remove the following information from associated media prior to removal from organizational facilities for off-site maintenance, repair, or replacement: ; e. Check all potentially impacted controls to verify that the controls are still functioning properly following maintenance, repair, or replacement actions; and f. Include the following information in organizational maintenance records: . Guidance Controlling system maintenance addresses the information security aspects of the system maintenance program and applies to all types of maintenance to system components conducted by local or nonlocal entities. Maintenance includes peripherals such as scanners, copiers, and printers. Information necessary for creating effective maintenance records includes the date and time of maintenance, a description of the maintenance performed, names of the individuals or group performing the maintenance, name of the escort, and system components or equipment that are removed or replaced. Organizations consider supply chain-related risks associated with replacement components for systems.",MA-2,MA-2(c): personnel or roles | MA-2(d): information | MA-2(f): information,"a.: a. Schedule, document, and review records of maintenance, repair, and replacement on system components in accordance with manufacturer or vendor specifications and/or organizational requirements; | b.: b. Approve and monitor all maintenance activities, whether performed on site or remotely and whether the system or system components are serviced on site or removed to another location; | c.: c. Require that explicitly approve the removal of the system or system components from organizational facilities for off-site maintenance, repair, or replacement; | d.: d. Sanitize equipment to remove the following information from associated media prior to removal from organizational facilities for off-site maintenance, repair, or replacement: ; | e.: e. Check all potentially impacted controls to verify that the controls are still functioning properly following maintenance, repair, or replacement actions; and | f.: f. Include the following information in organizational maintenance records: .",
MA-4,MA-04 - Nonlocal Maintenance,Maintenance,"a. Approve and monitor nonlocal maintenance and diagnostic activities; b. Allow the use of nonlocal maintenance and diagnostic tools only as consistent with organizational policy and documented in the security plan for the system; c. Employ strong authentication in the establishment of nonlocal maintenance and diagnostic sessions; d. Maintain records for nonlocal maintenance and diagnostic activities; and e. Terminate session and network connections when nonlocal maintenance is completed. Guidance Nonlocal maintenance and diagnostic activities are conducted by individuals who communicate through either an external or internal network. Local maintenance and diagnostic activities are carried out by individuals who are physically present at the system location and not communicating across a network connection. Authentication techniques used to establish nonlocal maintenance and diagnostic sessions reflect the network access requirements in IA-2 . Strong authentication requires authenticators that are resistant to replay attacks and employ multi-factor authentication. Strong authenticators include PKI where certificates are stored on a token protected by a password, passphrase, or biometric. Enforcing requirements in MA-4 is accomplished, in part, by other controls. SP 800-63B provides additional guidance on strong authentication and authenticators.",MA-4,,a.: a. Approve and monitor nonlocal maintenance and diagnostic activities; | b.: b. Allow the use of nonlocal maintenance and diagnostic tools only as consistent with organizational policy and documented in the security plan for the system; | c.: c. Employ strong authentication in the establishment of nonlocal maintenance and diagnostic sessions; | d.: d. Maintain records for nonlocal maintenance and diagnostic activities; and | e.: e. Terminate session and network connections when nonlocal maintenance is completed.,
MA-5,MA-05 - Maintenance Personnel,Maintenance,"a. Establish a process for maintenance personnel authorization and maintain a list of authorized maintenance organizations or personnel; b. Verify that non-escorted personnel performing maintenance on the system possess the required access authorizations; and c. Designate organizational personnel with required access authorizations and technical competence to supervise the maintenance activities of personnel who do not possess the required access authorizations. Guidance Maintenance personnel refers to individuals who perform hardware or software maintenance on organizational systems, while PE-2 addresses physical access for individuals whose maintenance duties place them within the physical protection perimeter of the systems. Technical competence of supervising individuals relates to the maintenance performed on the systems, while having required access authorizations refers to maintenance on and near the systems. Individuals not previously identified as authorized maintenance personnel—such as information technology manufacturers, vendors, systems integrators, and consultants—may require privileged access to organizational systems, such as when they are required to conduct maintenance activities with little or no notice. Based on organizational assessments of risk, organizations may issue temporary credentials to these individuals. Temporary credentials may be for one-time use or for very limited time periods.",MA-5,,a.: a. Establish a process for maintenance personnel authorization and maintain a list of authorized maintenance organizations or personnel; | b.: b. Verify that non-escorted personnel performing maintenance on the system possess the required access authorizations; and | c.: c. Designate organizational personnel with required access authorizations and technical competence to supervise the maintenance activities of personnel who do not possess the required access authorizations.,
MP-1,MP-01 - Policy and Procedures,Media Protection,"a. Develop, document, and disseminate to : 1. media protection policy that: (a) Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and (b) Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and 2. Procedures to facilitate the implementation of the media protection policy and the associated media protection controls; b. Designate an to manage the development, documentation, and dissemination of the media protection policy and procedures; and c. Review and update the current media protection: 1. Policy and following ; and 2. Procedures and following . Guidance Media protection policy and procedures address the controls in the MP family that are implemented within systems and organizations. The risk management strategy is an important factor in establishing such policies and procedures. Policies and procedures contribute to security and privacy assurance. Therefore, it is important that security and privacy programs collaborate on the development of media protection policy and procedures. Security and privacy program policies and procedures at the organization level are preferable, in general, and may obviate the need for mission- or system-specific policies and procedures. The policy can be included as part of the general security and privacy policy or be represented by multiple policies that reflect the complex nature of organizations. Procedures can be established for security and privacy programs, for mission or business processes, and for systems, if needed. Procedures describe how the policies or controls are implemented and can be directed at the individual or role that is the object of the procedure. Procedures can be documented in system security and privacy plans or in one or more separate documents. Events that may precipitate an update to media protection policy and procedures include assessment or audit findings, security incidents or breaches, or changes in applicable laws, executive orders, directives, regulations, policies, standards, and guidelines. Simply restating controls does not constitute an organizational policy or procedure.",MP-1,MP-1(a): organization-defined personnel or roles | MP-1(a)(1): [Selection (one or more): organization-level; mission/business process-level; system-level] | MP-1(b): official | MP-1(c)(1)-1: frequency | MP-1(c)(1)-2: events | MP-1(c)(2)-1: frequency | MP-1(c)(2)-2: events,"a.: a. Develop, document, and disseminate to : 1. media protection policy that: (a) Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and (b) Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and 2. Procedures to facilitate the implementation of the media protection policy and the associated media protection controls; | b.: b. Designate an to manage the development, documentation, and dissemination of the media protection policy and procedures; and | c.: c. Review and update the current media protection: 1. Policy and following ; and 2. Procedures and following .",
MP-2,MP-02 - Media Access,Media Protection,"Restrict access to to . Guidance System media includes digital and non-digital media. Digital media includes flash drives, diskettes, magnetic tapes, external or removable hard disk drives (e.g., solid state, magnetic), compact discs, and digital versatile discs. Non-digital media includes paper and microfilm. Denying access to patient medical records in a community hospital unless the individuals seeking access to such records are authorized healthcare providers is an example of restricting access to non-digital media. Limiting access to the design specifications stored on compact discs in the media library to individuals on the system development team is an example of restricting access to digital media.",MP-2,MP-2-1: organization-defined types of digital and/or non-digital media | MP-2-2: organization-defined personnel or roles,MP-2: Restrict access to to .,
MP-6,MP-06 - Media Sanitization,Media Protection,"a. Sanitize prior to disposal, release out of organizational control, or release for reuse using ; and b. Employ sanitization mechanisms with the strength and integrity commensurate with the security category or classification of the information. Guidance Media sanitization applies to all digital and non-digital system media subject to disposal or reuse, whether or not the media is considered removable. Examples include digital media in scanners, copiers, printers, notebook computers, workstations, network components, mobile devices, and non-digital media (e.g., paper and microfilm). The sanitization process removes information from system media such that the information cannot be retrieved or reconstructed. Sanitization techniques—including clearing, purging, cryptographic erase, de-identification of personally identifiable information, and destruction—prevent the disclosure of information to unauthorized individuals when such media is reused or released for disposal. Organizations determine the appropriate sanitization methods, recognizing that destruction is sometimes necessary when other methods cannot be applied to media requiring sanitization. Organizations use discretion on the employment of approved sanitization techniques and procedures for media that contains information deemed to be in the public domain or publicly releasable or information deemed to have no adverse impact on organizations or individuals if released for reuse or disposal. Sanitization of non-digital media includes destruction, removing a classified appendix from an otherwise unclassified document, or redacting selected sections or words from a document by obscuring the redacted sections or words in a manner equivalent in effectiveness to removing them from the document. NSA standards and policies control the sanitization process for media that contains classified information. NARA policies control the sanitization process for controlled unclassified information.",MP-6,MP-6(a)-1: organization-defined system media | MP-6(a)-2: organization-defined sanitization techniques and procedures,"a.: a. Sanitize prior to disposal, release out of organizational control, or release for reuse using ; and | b.: b. Employ sanitization mechanisms with the strength and integrity commensurate with the security category or classification of the information.",
MP-7,MP-07 - Media Use,Media Protection,"a. the use of on using ; and b. Prohibit the use of portable storage devices in organizational systems when such devices have no identifiable owner. Guidance System media includes both digital and non-digital media. Digital media includes diskettes, magnetic tapes, flash drives, compact discs, digital versatile discs, and removable hard disk drives. Non-digital media includes paper and microfilm. Media use protections also apply to mobile devices with information storage capabilities. In contrast to MP-2 , which restricts user access to media, MP-7 restricts the use of certain types of media on systems, for example, restricting or prohibiting the use of flash drives or external hard disk drives. Organizations use technical and nontechnical controls to restrict the use of system media. Organizations may restrict the use of portable storage devices, for example, by using physical cages on workstations to prohibit access to certain external ports or disabling or removing the ability to insert, read, or write to such devices. Organizations may also limit the use of portable storage devices to only approved devices, including devices provided by the organization, devices provided by other approved organizations, and devices that are not personally owned. Finally, organizations may restrict the use of portable storage devices based on the type of device, such as by prohibiting the use of writeable, portable storage devices and implementing this restriction by disabling or removing the capability to write to such devices. Requiring identifiable owners for storage devices reduces the risk of using such devices by allowing organizations to assign responsibility for addressing known vulnerabilities in the devices.",MP-7,MP-7(a)-2: types of system media | MP-7(a)-1: [Selection: restrict; prohibit] | MP-7(a)-3: systems or system components | MP-7(a)-4: controls,a.: a. the use of on using ; and | b.: b. Prohibit the use of portable storage devices in organizational systems when such devices have no identifiable owner.,
PE-1,PE-01 - Policy and Procedures,Physical and Environmental Protection,"a. Develop, document, and disseminate to : 1. physical and environmental protection policy that: (a) Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and (b) Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and 2. Procedures to facilitate the implementation of the physical and environmental protection policy and the associated physical and environmental protection controls; b. Designate an to manage the development, documentation, and dissemination of the physical and environmental protection policy and procedures; and c. Review and update the current physical and environmental protection: 1. Policy and following ; and 2. Procedures and following . Guidance Physical and environmental protection policy and procedures address the controls in the PE family that are implemented within systems and organizations. The risk management strategy is an important factor in establishing such policies and procedures. Policies and procedures contribute to security and privacy assurance. Therefore, it is important that security and privacy programs collaborate on the development of physical and environmental protection policy and procedures. Security and privacy program policies and procedures at the organization level are preferable, in general, and may obviate the need for mission- or system-specific policies and procedures. The policy can be included as part of the general security and privacy policy or be represented by multiple policies that reflect the complex nature of organizations. Procedures can be established for security and privacy programs, for mission or business processes, and for systems, if needed. Procedures describe how the policies or controls are implemented and can be directed at the individual or role that is the object of the procedure. Procedures can be documented in system security and privacy plans or in one or more separate documents. Events that may precipitate an update to physical and environmental protection policy and procedures include assessment or audit findings, security incidents or breaches, or changes in applicable laws, executive orders, directives, regulations, policies, standards, and guidelines. Simply restating controls does not constitute an organizational policy or procedure.",PE-1,PE-1(a): organization-defined personnel or roles | PE-1(a)(1): [Selection (one or more): organization-level; mission/business process-level; system-level] | PE-1(b): official | PE-1(c)(1)-1: frequency | PE-1(c)(1)-2: events | PE-1(c)(2)-1: frequency | PE-1(c)(2)-2: events,"a.: a. Develop, document, and disseminate to : 1. physical and environmental protection policy that: (a) Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and (b) Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and 2. Procedures to facilitate the implementation of the physical and environmental protection policy and the associated physical and environmental protection controls; | b.: b. Designate an to manage the development, documentation, and dissemination of the physical and environmental protection policy and procedures; and | c.: c. Review and update the current physical and environmental protection: 1. Policy and following ; and 2. Procedures and following .",
PE-2,PE-02 - Physical Access Authorizations,Physical and Environmental Protection,"a. Develop, approve, and maintain a list of individuals with authorized access to the facility where the system resides; b. Issue authorization credentials for facility access; c. Review the access list detailing authorized facility access by individuals ; and d. Remove individuals from the facility access list when access is no longer required. Guidance Physical access authorizations apply to employees and visitors. Individuals with permanent physical access authorization credentials are not considered visitors. Authorization credentials include ID badges, identification cards, and smart cards. Organizations determine the strength of authorization credentials needed consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines. Physical access authorizations may not be necessary to access certain areas within facilities that are designated as publicly accessible.",PE-2,PE-2(c): frequency,"a.: a. Develop, approve, and maintain a list of individuals with authorized access to the facility where the system resides; | b.: b. Issue authorization credentials for facility access; | c.: c. Review the access list detailing authorized facility access by individuals ; and | d.: d. Remove individuals from the facility access list when access is no longer required.",
PE-3,PE-03 - Physical Access Control,Physical and Environmental Protection,"a. Enforce physical access authorizations at by: 1. Verifying individual access authorizations before granting access to the facility; and 2. Controlling ingress and egress to the facility using ; b. Maintain physical access audit logs for ; c. Control access to areas within the facility designated as publicly accessible by implementing the following controls: ; d. Escort visitors and control visitor activity ; e. Secure keys, combinations, and other physical access devices; f. Inventory every ; and g. Change combinations and keys and/or when keys are lost, combinations are compromised, or when individuals possessing the keys or combinations are transferred or terminated. Guidance Physical access control applies to employees and visitors. Individuals with permanent physical access authorizations are not considered visitors. Physical access controls for publicly accessible areas may include physical access control logs/records, guards, or physical access devices and barriers to prevent movement from publicly accessible areas to non-public areas. Organizations determine the types of guards needed, including professional security staff, system users, or administrative staff. Physical access devices include keys, locks, combinations, biometric readers, and card readers. Physical access control systems comply with applicable laws, executive orders, directives, policies, regulations, standards, and guidelines. Organizations have flexibility in the types of audit logs employed. Audit logs can be procedural, automated, or some combination thereof. Physical access points can include facility access points, interior access points to systems that require supplemental access controls, or both. Components of systems may be in areas designated as publicly accessible with organizations controlling access to the components.",PE-3,PE-3(g): organization-defined frequency | PE-3(a): entry and exit points | PE-3(a)(2): [Selection (one or more): [(NESTED PARAMETER) Assignment for pe-03_odp.03: systems or devices]; guards] | PE-3(b): entry or exit points | PE-3(c): physical access controls | PE-3(d): circumstances | PE-3(f)-1: physical access devices | PE-3(f)-2: frequency,"a.: a. Enforce physical access authorizations at by: 1. Verifying individual access authorizations before granting access to the facility; and 2. Controlling ingress and egress to the facility using ; | b.: b. Maintain physical access audit logs for ; | c.: c. Control access to areas within the facility designated as publicly accessible by implementing the following controls: ; | d.: d. Escort visitors and control visitor activity ; | e.: e. Secure keys, combinations, and other physical access devices; | f.: f. Inventory every ; and | g.: g. Change combinations and keys and/or when keys are lost, combinations are compromised, or when individuals possessing the keys or combinations are transferred or terminated.",
PE-6,PE-06 - Monitoring Physical Access,Physical and Environmental Protection,"a. Monitor physical access to the facility where the system resides to detect and respond to physical security incidents; b. Review physical access logs and upon occurrence of ; and c. Coordinate results of reviews and investigations with the organizational incident response capability. Guidance Physical access monitoring includes publicly accessible areas within organizational facilities. Examples of physical access monitoring include the employment of guards, video surveillance equipment (i.e., cameras), and sensor devices. Reviewing physical access logs can help identify suspicious activity, anomalous events, or potential threats. The reviews can be supported by audit logging controls, such as AU-2 , if the access logs are part of an automated system. Organizational incident response capabilities include investigations of physical security incidents and responses to the incidents. Incidents include security violations or suspicious physical access activities. Suspicious physical access activities include accesses outside of normal work hours, repeated accesses to areas not normally accessed, accesses for unusual lengths of time, and out-of-sequence accesses.",PE-6,PE-6(b)-1: frequency | PE-6(b)-2: events,a.: a. Monitor physical access to the facility where the system resides to detect and respond to physical security incidents; | b.: b. Review physical access logs and upon occurrence of ; and | c.: c. Coordinate results of reviews and investigations with the organizational incident response capability.,
PE-8,PE-08 - Visitor Access Records,Physical and Environmental Protection,"a. Maintain visitor access records to the facility where the system resides for ; b. Review visitor access records ; and c. Report anomalies in visitor access records to . Guidance Visitor access records include the names and organizations of individuals visiting, visitor signatures, forms of identification, dates of access, entry and departure times, purpose of visits, and the names and organizations of individuals visited. Access record reviews determine if access authorizations are current and are still required to support organizational mission and business functions. Access records are not required for publicly accessible areas.",PE-8,PE-8(a): time period | PE-8(b): frequency | PE-8(c): personnel,a.: a. Maintain visitor access records to the facility where the system resides for ; | b.: b. Review visitor access records ; and | c.: c. Report anomalies in visitor access records to .,
PE-12,PE-12 - Emergency Lighting,Physical and Environmental Protection,"Employ and maintain automatic emergency lighting for the system that activates in the event of a power outage or disruption and that covers emergency exits and evacuation routes within the facility. Guidance The provision of emergency lighting applies primarily to organizational facilities that contain concentrations of system resources, including data centers, server rooms, and mainframe computer rooms. Emergency lighting provisions for the system are described in the contingency plan for the organization. If emergency lighting for the system fails or cannot be provided, organizations consider alternate processing sites for power-related contingencies.",PE-12,,PE-12: Employ and maintain automatic emergency lighting for the system that activates in the event of a power outage or disruption and that covers emergency exits and evacuation routes within the facility.,
PE-13,PE-13 - Fire Protection,Physical and Environmental Protection,"Employ and maintain fire detection and suppression systems that are supported by an independent energy source. Guidance The provision of fire detection and suppression systems applies primarily to organizational facilities that contain concentrations of system resources, including data centers, server rooms, and mainframe computer rooms. Fire detection and suppression systems that may require an independent energy source include sprinkler systems and smoke detectors. An independent energy source is an energy source, such as a microgrid, that is separate, or can be separated, from the energy sources providing power for the other parts of the facility.",PE-13,,PE-13: Employ and maintain fire detection and suppression systems that are supported by an independent energy source.,
PE-14,PE-14 - Environmental Controls,Physical and Environmental Protection,"a. Maintain levels within the facility where the system resides at ; and b. Monitor environmental control levels . Guidance The provision of environmental controls applies primarily to organizational facilities that contain concentrations of system resources (e.g., data centers, mainframe computer rooms, and server rooms). Insufficient environmental controls, especially in very harsh environments, can have a significant adverse impact on the availability of systems and system components that are needed to support organizational mission and business functions. PE-14 Additional FedRAMP Requirements and Guidance (a) Requirement: The service provider measures temperature at server inlets and humidity levels by dew point.",PE-14,PE-14(a)-1: [Selection (one or more): temperature; humidity; pressure; radiation; [(NESTED PARAMETER) Assignment for pe-14_odp.02: environmental control]] | PE-14(a)-2: acceptable levels | PE-14(b): frequency,a.: a. Maintain levels within the facility where the system resides at ; and | b.: b. Monitor environmental control levels .,
PE-15,PE-15 - Water Damage Protection,Physical and Environmental Protection,"Protect the system from damage resulting from water leakage by providing master shutoff or isolation valves that are accessible, working properly, and known to key personnel. Guidance The provision of water damage protection primarily applies to organizational facilities that contain concentrations of system resources, including data centers, server rooms, and mainframe computer rooms. Isolation valves can be employed in addition to or in lieu of master shutoff valves to shut off water supplies in specific areas of concern without affecting entire organizations.",PE-15,,"PE-15: Protect the system from damage resulting from water leakage by providing master shutoff or isolation valves that are accessible, working properly, and known to key personnel.",
PE-16,PE-16 - Delivery and Removal,Physical and Environmental Protection,a. Authorize and control entering and exiting the facility; and b. Maintain records of the system components. Guidance Enforcing authorizations for entry and exit of system components may require restricting access to delivery areas and isolating the areas from the system and media libraries.,PE-16,PE-16(a): organization-defined types of system components,a.: a. Authorize and control entering and exiting the facility; and | b.: b. Maintain records of the system components.,
